kind,api-version,name,policy,config-policy,standard,category,control,source,policy-dir
Subscription,operators.coreos.com/v1alpha1,ansible-automation-operator,policy-ansible-automation-operator,ansible-automation-platform,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-automation-operator/policies/policy-ansible-automation-operator/config-policies/ansible-automation-platform/Subscription.ansible-automation-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-automation-operator/policies/policy-ansible-automation-operator
AutomationHub,automationhub.ansible.com/v1beta1,automation-hub,policy-ansible-automation-operator,ansible-automation-platform,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-automation-operator/policies/policy-ansible-automation-operator/config-policies/ansible-automation-platform/AutomationHub.automation-hub.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-automation-operator/policies/policy-ansible-automation-operator
AutomationController,automationcontroller.ansible.com/v1beta1,automation,policy-ansible-automation-operator,ansible-automation-platform,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-automation-operator/policies/policy-ansible-automation-operator/config-policies/ansible-automation-platform/AutomationController.automation.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-automation-operator/policies/policy-ansible-automation-operator
ClusterServiceVersion,operators.coreos.com/v1alpha1,noname,policy-ansible-automation-operator,ansible-automation-platform-status,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-automation-operator/policies/policy-ansible-automation-operator/config-policies/ansible-automation-platform-status/ClusterServiceVersion.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-automation-operator/policies/policy-ansible-automation-operator
ClusterAutoscaler,autoscaling.openshift.io/v1,default,policy-autoscaler-templatized,policy-autoscaler-templatized,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler-templatized/policies/policy-autoscaler-templatized/config-policies/policy-autoscaler-templatized/ClusterAutoscaler.default.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler-templatized/policies/policy-autoscaler-templatized
ClusterAutoscaler,autoscaling.openshift.io/v1,default,policy-autoscaler-templatized,policy-autoscaler-templatized,NIST-CSF,PR.IP Information Protection Processes and Procedures,PR.IP-1 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler-templatized/policies/policy-autoscaler-templatized/config-policies/policy-autoscaler-templatized/ClusterAutoscaler.default.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler-templatized/policies/policy-autoscaler-templatized
ConfigMap,v1,autoscaler-config,policy-autoscaler-templatized-config,policy-autoscaler-templatized-config,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler-templatized/policies/policy-autoscaler-templatized-config/config-policies/policy-autoscaler-templatized-config/ConfigMap.autoscaler-config.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler-templatized/policies/policy-autoscaler-templatized-config
Policy,policy.open-cluster-management.io/v1,policy-autoscaler-templatized,policy-autoscaler-templatized-enabler,policy-autoscaler-templatized-enabler,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler-templatized/policies/policy-autoscaler-templatized-enabler/config-policies/policy-autoscaler-templatized-enabler/Policy.policy-autoscaler-templatized.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler-templatized/policies/policy-autoscaler-templatized-enabler
ClusterAutoscaler,autoscaling.openshift.io/v1,default,policy-autoscaler,policy-autoscaler,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler/policies/policy-autoscaler/config-policies/policy-autoscaler/ClusterAutoscaler.default.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler/policies/policy-autoscaler
ClusterAutoscaler,autoscaling.openshift.io/v1,default,policy-autoscaler,policy-autoscaler,NIST-CSF,PR.IP Information Protection Processes and Procedures,PR.IP-1 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler/policies/policy-autoscaler/config-policies/policy-autoscaler/ClusterAutoscaler.default.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-autoscaler/policies/policy-autoscaler
Subscription,operators.coreos.com/v1alpha1,cert-manager,policy-cert-manager-operator,cert-manager-operator-subscription,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-cert-manager-operator/policies/policy-cert-manager-operator/config-policies/cert-manager-operator-subscription/Subscription.cert-manager.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-cert-manager-operator/policies/policy-cert-manager-operator
PolicyReport,wgpolicyk8s.io/v1alpha2,noname,policy-check-policyreports,policy-check-policyreports,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-check-policyreports/policies/policy-check-policyreports/config-policies/policy-check-policyreports/PolicyReport.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-check-policyreports/policies/policy-check-policyreports
ClusterPolicyReport,wgpolicyk8s.io/v1alpha2,noname,policy-check-policyreports,policy-check-cluster-policyreports,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-check-policyreports/policies/policy-check-policyreports/config-policies/policy-check-cluster-policyreports/ClusterPolicyReport.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-check-policyreports/policies/policy-check-policyreports
PolicyReport,wgpolicyk8s.io/v1alpha1,noname,policy-check-reports,policy-check-reports,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-check-reports/policies/policy-check-reports/config-policies/policy-check-reports/PolicyReport.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-check-reports/policies/policy-check-reports
ClusterPolicyReport,wgpolicyk8s.io/v1alpha1,noname,policy-check-reports,policy-check-cluster-reports,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-check-reports/policies/policy-check-reports/config-policies/policy-check-cluster-reports/ClusterPolicyReport.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-check-reports/policies/policy-check-reports
DNS,config.openshift.io/v1,cluster,policy-config-dns,policy-config-dns,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-cluster-dns-sample/policies/policy-config-dns/config-policies/policy-config-dns/DNS.cluster.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-cluster-dns-sample/policies/policy-config-dns
ClusterLogForwarder,logging.openshift.io/v1,instance,policy-enableclusterlogforwarder-templated,policy-enableclusterlogforwarder-templated,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-cluster-logforwarder-templatized/policies/policy-enableclusterlogforwarder-templated/config-policies/policy-enableclusterlogforwarder-templated/ClusterLogForwarder.instance.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-cluster-logforwarder-templatized/policies/policy-enableclusterlogforwarder-templated
Network,operator.openshift.io/v1,cluster,policy-config-network,policy-config-network,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-cluster-network-sample/policies/policy-config-network/config-policies/policy-config-network/Network.cluster.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-cluster-network-sample/policies/policy-config-network
Proxy,config.openshift.io/v1,cluster,policy-config-proxy,policy-config-proxy,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-cluster-proxy-sample/policies/policy-config-proxy/config-policies/policy-config-proxy/Proxy.cluster.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-cluster-proxy-sample/policies/policy-config-proxy
ConfigMap,v1,user-ca-bundle,policy-config-proxy,policy-user-ca-bundle,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-cluster-proxy-sample/policies/policy-config-proxy/config-policies/policy-user-ca-bundle/ConfigMap.user-ca-bundle.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-cluster-proxy-sample/policies/policy-config-proxy
ScanSettingBinding,compliance.openshift.io/v1alpha1,high,policy-high-scan,compliance-high-scan,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-high-scan/policies/policy-high-scan/config-policies/compliance-high-scan/ScanSettingBinding.high.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-high-scan/policies/policy-high-scan
ComplianceSuite,compliance.openshift.io/v1alpha1,high,policy-high-scan,compliance-suite-high,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-high-scan/policies/policy-high-scan/config-policies/compliance-suite-high/ComplianceSuite.high.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-high-scan/policies/policy-high-scan
ComplianceCheckResult,compliance.openshift.io/v1alpha1,noname,policy-high-scan,compliance-suite-high-results,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-high-scan/policies/policy-high-scan/config-policies/compliance-suite-high-results/ComplianceCheckResult.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-high-scan/policies/policy-high-scan
ScanSettingBinding,compliance.openshift.io/v1alpha1,hypershift-cis-scan,policy-hypershift-scan,hypershift-cis-scan,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-hypershift-hosted-cluster/policies/policy-hypershift-scan/config-policies/hypershift-cis-scan/ScanSettingBinding.hypershift-cis-scan.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-hypershift-hosted-cluster/policies/policy-hypershift-scan
TailoredProfile,compliance.openshift.io/v1alpha1,hypershift-tailored-profile,policy-hypershift-scan,hypershift-tailored-profile,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-hypershift-hosted-cluster/policies/policy-hypershift-scan/config-policies/hypershift-tailored-profile/TailoredProfile.hypershift-tailored-profile.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-hypershift-hosted-cluster/policies/policy-hypershift-scan
ComplianceSuite,compliance.openshift.io/v1alpha1,cis,policy-hypershift-scan,compliance-suite-cis,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-hypershift-hosted-cluster/policies/policy-hypershift-scan/config-policies/compliance-suite-cis/ComplianceSuite.cis.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-hypershift-hosted-cluster/policies/policy-hypershift-scan
ComplianceCheckResult,compliance.openshift.io/v1alpha1,noname,policy-hypershift-scan,compliance-suite-cis-results,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-hypershift-hosted-cluster/policies/policy-hypershift-scan/config-policies/compliance-suite-cis-results/ComplianceCheckResult.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-hypershift-hosted-cluster/policies/policy-hypershift-scan
ScanSettingBinding,compliance.openshift.io/v1alpha1,moderate,policy-moderate-scan,compliance-moderate-scan,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-moderate-scan/policies/policy-moderate-scan/config-policies/compliance-moderate-scan/ScanSettingBinding.moderate.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-moderate-scan/policies/policy-moderate-scan
ComplianceSuite,compliance.openshift.io/v1alpha1,moderate,policy-moderate-scan,compliance-suite-moderate,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-moderate-scan/policies/policy-moderate-scan/config-policies/compliance-suite-moderate/ComplianceSuite.moderate.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-moderate-scan/policies/policy-moderate-scan
ComplianceCheckResult,compliance.openshift.io/v1alpha1,noname,policy-moderate-scan,compliance-suite-moderate-results,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-moderate-scan/policies/policy-moderate-scan/config-policies/compliance-suite-moderate-results/ComplianceCheckResult.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-moderate-scan/policies/policy-moderate-scan
ScanSettingBinding,compliance.openshift.io/v1alpha1,nerc-cip,policy-nerc-cip-scan,compliance-nerc-cip-scan,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-nerc-cip-scan/policies/policy-nerc-cip-scan/config-policies/compliance-nerc-cip-scan/ScanSettingBinding.nerc-cip.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-nerc-cip-scan/policies/policy-nerc-cip-scan
ComplianceSuite,compliance.openshift.io/v1alpha1,nerc-cip,policy-nerc-cip-scan,compliance-suite-nerc-cip,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-nerc-cip-scan/policies/policy-nerc-cip-scan/config-policies/compliance-suite-nerc-cip/ComplianceSuite.nerc-cip.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-nerc-cip-scan/policies/policy-nerc-cip-scan
ComplianceCheckResult,compliance.openshift.io/v1alpha1,noname,policy-nerc-cip-scan,compliance-suite-nerc-cip-results,NIST SP 800-53,CM Configuration Management,CM-6 Configuration Settings,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-nerc-cip-scan/policies/policy-nerc-cip-scan/config-policies/compliance-suite-nerc-cip-results/ComplianceCheckResult.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-compliance-operator-nerc-cip-scan/policies/policy-nerc-cip-scan
